int64_field_0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
494,1.0,2019-01-01 00:32:39.000000 UTC,2019-01-01 00:41:16.000000 UTC,1.0,1.3,1.0,false,161,141,1.0,7.5,0.5,0.5,1.75,0.0,0.3,10.55,
495,1.0,2019-01-01 00:45:32.000000 UTC,2019-01-01 00:47:25.000000 UTC,1.0,0.5,1.0,false,141,162,2.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8,
496,1.0,2019-01-01 00:50:30.000000 UTC,2019-01-01 00:55:41.000000 UTC,2.0,1.1,1.0,false,229,170,1.0,5.5,0.5,0.5,1.0,0.0,0.3,7.8,
497,2.0,2018-12-31 23:56:19.000000 UTC,2019-01-01 00:53:44.000000 UTC,2.0,19.3,1.0,false,48,265,2.0,61.0,0.5,0.5,0.0,5.76,0.3,68.06,
498,1.0,2019-01-01 00:24:03.000000 UTC,2019-01-01 00:38:59.000000 UTC,3.0,1.8,1.0,false,163,140,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
499,1.0,2019-01-01 00:44:06.000000 UTC,2019-01-01 00:45:31.000000 UTC,2.0,0.4,1.0,false,141,141,1.0,3.5,0.5,0.5,0.95,0.0,0.3,5.75,
500,1.0,2019-01-01 00:51:25.000000 UTC,2019-01-01 01:07:45.000000 UTC,2.0,2.6,1.0,false,263,48,1.0,12.5,0.5,0.5,2.76,0.0,0.3,16.56,
501,2.0,2019-01-01 00:08:57.000000 UTC,2019-01-01 00:19:22.000000 UTC,1.0,1.58,1.0,false,148,107,1.0,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
502,2.0,2019-01-01 00:21:16.000000 UTC,2019-01-01 00:37:29.000000 UTC,1.0,1.15,1.0,false,107,68,1.0,11.0,0.5,0.5,2.46,0.0,0.3,14.76,
503,2.0,2019-01-01 00:30:39.000000 UTC,2019-01-01 00:51:17.000000 UTC,1.0,7.15,1.0,false,148,82,2.0,24.0,0.5,0.5,0.0,0.0,0.3,25.3,
504,2.0,2019-01-01 00:36:20.000000 UTC,2019-01-01 01:09:55.000000 UTC,1.0,6.05,1.0,false,249,236,2.0,24.0,0.5,0.5,0.0,0.0,0.3,25.3,
505,2.0,2018-12-31 23:56:54.000000 UTC,2019-01-01 00:01:55.000000 UTC,1.0,0.64,1.0,false,170,170,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
506,2.0,2019-01-01 00:16:06.000000 UTC,2019-01-01 00:20:00.000000 UTC,1.0,0.86,1.0,false,229,141,1.0,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
507,2.0,2019-01-01 00:25:32.000000 UTC,2019-01-01 00:46:25.000000 UTC,1.0,3.59,1.0,false,140,151,1.0,16.0,0.5,0.5,3.46,0.0,0.3,22.71,
508,2.0,2019-01-01 00:47:39.000000 UTC,2019-01-01 00:52:46.000000 UTC,1.0,0.74,1.0,false,151,238,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
509,2.0,2019-01-01 00:55:38.000000 UTC,2019-01-01 01:08:59.000000 UTC,1.0,1.99,1.0,false,239,263,1.0,10.5,0.5,0.5,3.54,0.0,0.3,15.34,
510,2.0,2019-01-01 00:30:25.000000 UTC,2019-01-01 00:43:08.000000 UTC,1.0,1.73,1.0,false,114,164,1.0,9.5,0.5,0.5,2.16,0.0,0.3,12.96,
511,2.0,2019-01-01 00:52:42.000000 UTC,2019-01-01 01:00:35.000000 UTC,1.0,0.96,1.0,false,186,246,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
512,1.0,2019-01-01 00:07:39.000000 UTC,2019-01-01 00:15:54.000000 UTC,1.0,1.3,1.0,false,237,262,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
513,1.0,2019-01-01 00:16:24.000000 UTC,2019-01-01 00:23:52.000000 UTC,1.0,1.1,1.0,false,262,140,1.0,6.0,0.5,0.5,1.8,0.0,0.3,9.1,
514,1.0,2019-01-01 00:25:51.000000 UTC,2019-01-01 00:31:52.000000 UTC,1.0,1.0,1.0,false,140,262,1.0,5.5,0.5,0.5,1.02,0.0,0.3,7.82,
515,1.0,2019-01-01 00:57:36.000000 UTC,2019-01-01 01:03:44.000000 UTC,1.0,1.1,1.0,false,239,151,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
516,1.0,2019-01-01 00:16:14.000000 UTC,2019-01-01 00:52:40.000000 UTC,2.0,5.0,1.0,false,144,142,1.0,24.5,0.5,0.5,5.15,0.0,0.3,30.95,
517,1.0,2019-01-01 00:57:39.000000 UTC,2019-01-01 01:25:07.000000 UTC,2.0,4.3,1.0,false,142,249,1.0,19.0,0.5,0.5,4.05,0.0,0.3,24.35,
518,1.0,2019-01-01 00:10:27.000000 UTC,2019-01-01 00:17:35.000000 UTC,1.0,2.0,1.0,false,140,233,2.0,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
519,1.0,2019-01-01 00:33:41.000000 UTC,2019-01-01 00:51:41.000000 UTC,1.0,3.5,1.0,false,237,224,1.0,14.5,0.5,0.5,3.15,0.0,0.3,18.95,
520,1.0,2019-01-01 00:55:57.000000 UTC,2019-01-01 01:03:55.000000 UTC,2.0,1.4,1.0,false,137,164,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
521,1.0,2019-01-01 00:29:42.000000 UTC,2019-01-01 00:31:38.000000 UTC,3.0,0.4,1.0,false,74,74,2.0,3.5,0.5,0.5,0.0,0.0,0.3,4.8,
522,1.0,2019-01-01 00:39:27.000000 UTC,2019-01-01 00:55:13.000000 UTC,2.0,5.6,1.0,false,74,235,1.0,18.0,0.5,0.5,0.0,0.0,0.3,19.3,
523,1.0,2019-01-01 00:29:18.000000 UTC,2019-01-01 00:35:49.000000 UTC,2.0,0.3,1.0,false,234,234,1.0,5.5,0.5,0.5,1.0,0.0,0.3,7.8,
524,1.0,2019-01-01 00:44:26.000000 UTC,2019-01-01 01:08:02.000000 UTC,1.0,4.4,1.0,false,164,226,1.0,18.0,0.5,0.5,3.6,0.0,0.3,22.9,
525,1.0,2019-01-01 00:18:48.000000 UTC,2019-01-01 00:30:33.000000 UTC,1.0,0.9,1.0,false,90,107,1.0,8.5,0.5,0.5,1.0,0.0,0.3,10.8,
526,1.0,2019-01-01 00:33:35.000000 UTC,2019-01-01 00:39:58.000000 UTC,1.0,0.6,1.0,false,113,249,1.0,5.5,0.5,0.5,1.35,0.0,0.3,8.15,
527,1.0,2019-01-01 00:46:44.000000 UTC,2019-01-01 00:55:53.000000 UTC,1.0,1.1,1.0,false,249,107,1.0,7.5,0.5,0.5,1.0,0.0,0.3,9.8,
528,1.0,2019-01-01 00:58:04.000000 UTC,2019-01-01 01:18:53.000000 UTC,1.0,3.2,1.0,false,107,48,1.0,15.0,0.5,0.5,3.26,0.0,0.3,19.56,
529,2.0,2019-01-01 00:09:35.000000 UTC,2019-01-01 00:27:27.000000 UTC,3.0,2.06,1.0,false,148,90,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
530,2.0,2019-01-01 00:42:08.000000 UTC,2019-01-01 00:57:03.000000 UTC,3.0,3.7,1.0,false,107,263,1.0,13.5,0.5,0.5,2.96,0.0,0.3,17.76,
531,2.0,2019-01-01 00:59:38.000000 UTC,2019-01-01 01:14:41.000000 UTC,4.0,5.2,1.0,false,262,79,1.0,17.0,0.5,0.5,3.66,0.0,0.3,21.96,
532,2.0,2019-01-01 00:12:21.000000 UTC,2019-01-01 00:18:03.000000 UTC,5.0,0.93,1.0,false,114,113,1.0,6.0,0.5,0.5,2.19,0.0,0.3,9.49,
533,2.0,2019-01-01 00:21:25.000000 UTC,2019-01-01 00:31:44.000000 UTC,5.0,0.98,1.0,false,113,107,1.0,8.0,0.5,0.5,2.79,0.0,0.3,12.09,
534,2.0,2019-01-01 00:39:09.000000 UTC,2019-01-01 00:54:25.000000 UTC,5.0,1.66,1.0,false,234,161,1.0,10.5,0.5,0.5,2.95,0.0,0.3,14.75,
535,2.0,2019-01-01 00:49:37.000000 UTC,2019-01-01 01:09:33.000000 UTC,1.0,5.87,1.0,false,166,233,1.0,20.0,0.5,0.5,1.0,0.0,0.3,22.3,
536,2.0,2019-01-01 00:06:45.000000 UTC,2019-01-01 00:20:23.000000 UTC,1.0,3.5,1.0,false,239,74,2.0,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
537,2.0,2019-01-01 00:25:53.000000 UTC,2019-01-01 00:48:10.000000 UTC,1.0,5.96,1.0,false,75,113,2.0,20.5,0.5,0.5,0.0,0.0,0.3,21.8,
538,2.0,2019-01-01 00:50:04.000000 UTC,2019-01-01 01:12:40.000000 UTC,1.0,4.38,1.0,false,113,49,1.0,18.0,0.5,0.5,3.86,0.0,0.3,23.16,
539,2.0,2019-01-01 00:29:21.000000 UTC,2019-01-01 00:43:19.000000 UTC,1.0,5.34,1.0,false,107,33,1.0,17.0,0.5,0.5,1.0,0.0,0.3,19.3,
540,2.0,2019-01-01 00:51:35.000000 UTC,2019-01-01 00:59:32.000000 UTC,3.0,2.36,1.0,false,33,66,1.0,9.0,0.5,0.5,3.09,0.0,0.3,15.34,
541,2.0,2019-01-01 00:26:42.000000 UTC,2019-01-01 00:39:14.000000 UTC,1.0,3.09,1.0,false,80,114,1.0,12.0,0.5,0.5,2.66,0.0,0.3,15.96,
542,2.0,2019-01-01 00:42:36.000000 UTC,2019-01-01 00:51:41.000000 UTC,1.0,0.93,1.0,false,113,249,1.0,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
543,2.0,2019-01-01 00:56:05.000000 UTC,2019-01-01 01:34:19.000000 UTC,1.0,12.28,1.0,false,90,180,1.0,39.0,0.5,0.5,11.52,5.76,0.3,57.58,
544,1.0,2019-01-01 00:36:07.000000 UTC,2019-01-01 01:13:34.000000 UTC,3.0,6.2,1.0,false,144,238,1.0,26.5,0.5,0.5,1.0,0.0,0.3,28.8,
545,2.0,2019-01-01 00:31:08.000000 UTC,2019-01-01 00:36:19.000000 UTC,1.0,0.48,1.0,false,107,107,1.0,5.0,0.5,0.5,5.0,0.0,0.3,11.3,
546,2.0,2019-01-01 00:43:56.000000 UTC,2019-01-01 00:51:19.000000 UTC,1.0,0.93,1.0,false,170,233,1.0,6.5,0.5,0.5,1.56,0.0,0.3,9.36,
547,2.0,2019-01-01 00:54:08.000000 UTC,2019-01-01 01:05:28.000000 UTC,1.0,2.2,1.0,false,162,262,1.0,10.0,0.5,0.5,2.26,0.0,0.3,13.56,
548,1.0,2019-01-01 00:04:20.000000 UTC,2019-01-01 00:07:40.000000 UTC,2.0,0.5,1.0,false,144,148,1.0,4.5,0.5,0.5,1.15,0.0,0.3,6.95,
549,2.0,2019-01-01 00:34:34.000000 UTC,2019-01-01 00:42:36.000000 UTC,1.0,1.56,1.0,false,237,262,2.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
550,2.0,2019-01-01 00:45:26.000000 UTC,2019-01-01 00:58:08.000000 UTC,1.0,2.54,1.0,false,262,143,1.0,11.0,0.5,0.5,2.46,0.0,0.3,14.76,
551,2.0,2019-01-01 00:24:20.000000 UTC,2019-01-01 00:38:31.000000 UTC,2.0,3.12,1.0,false,142,170,1.0,12.0,0.5,0.5,2.66,0.0,0.3,15.96,
552,2.0,2019-01-01 00:39:49.000000 UTC,2019-01-01 00:58:21.000000 UTC,1.0,3.88,1.0,false,170,229,1.0,15.5,0.5,0.5,4.2,0.0,0.3,21.0,
553,2.0,2019-01-01 00:27:14.000000 UTC,2019-01-01 00:39:58.000000 UTC,1.0,2.87,1.0,false,74,151,2.0,11.5,0.5,0.5,0.0,0.0,0.3,12.8,
554,2.0,2019-01-01 00:48:33.000000 UTC,2019-01-01 00:57:41.000000 UTC,1.0,1.76,1.0,false,151,239,1.0,8.5,0.5,0.5,2.94,0.0,0.3,12.74,
555,2.0,2019-01-01 00:18:36.000000 UTC,2019-01-01 00:28:11.000000 UTC,1.0,2.68,1.0,false,162,43,1.0,10.0,0.5,0.5,2.82,0.0,0.3,14.12,
556,2.0,2019-01-01 00:57:11.000000 UTC,2019-01-01 01:05:12.000000 UTC,1.0,1.97,1.0,false,162,263,1.0,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
557,2.0,2018-12-31 23:56:57.000000 UTC,2019-01-01 00:30:30.000000 UTC,1.0,6.1,1.0,false,239,158,1.0,25.0,0.5,0.5,5.26,0.0,0.3,31.56,
558,2.0,2019-01-01 00:31:17.000000 UTC,2019-01-01 00:45:41.000000 UTC,1.0,3.92,1.0,false,158,87,1.0,14.0,0.5,0.5,2.0,0.0,0.3,17.3,
559,2.0,2019-01-01 00:47:18.000000 UTC,2019-01-01 01:06:01.000000 UTC,1.0,7.25,1.0,false,87,263,1.0,22.5,0.5,0.5,4.76,0.0,0.3,28.56,
560,2.0,2019-01-01 00:13:57.000000 UTC,2019-01-01 00:42:07.000000 UTC,1.0,7.49,1.0,false,249,75,1.0,26.0,0.5,0.5,5.46,0.0,0.3,32.76,
561,2.0,2019-01-01 00:51:12.000000 UTC,2019-01-01 01:10:52.000000 UTC,1.0,8.43,1.0,false,237,33,1.0,25.0,0.5,0.5,5.7,0.0,0.3,32.0,
562,1.0,2019-01-01 00:39:58.000000 UTC,2019-01-01 00:58:58.000000 UTC,2.0,8.9,1.0,false,138,224,1.0,26.0,0.5,0.5,8.25,5.76,0.3,41.31,
563,2.0,2019-01-01 00:04:06.000000 UTC,2019-01-01 00:17:02.000000 UTC,4.0,2.62,1.0,false,238,237,1.0,11.5,0.5,0.5,2.56,0.0,0.3,15.36,
564,2.0,2019-01-01 00:26:47.000000 UTC,2019-01-01 00:30:30.000000 UTC,5.0,0.35,1.0,false,236,236,1.0,4.5,0.5,0.5,1.16,0.0,0.3,6.96,
565,2.0,2019-01-01 00:39:22.000000 UTC,2019-01-01 00:59:10.000000 UTC,6.0,4.58,1.0,false,142,7,1.0,17.0,0.5,0.5,2.74,0.0,0.3,21.04,
566,2.0,2019-01-01 00:13:53.000000 UTC,2019-01-01 00:20:01.000000 UTC,1.0,1.2,1.0,false,151,239,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
567,2.0,2019-01-01 00:25:56.000000 UTC,2019-01-01 00:34:49.000000 UTC,1.0,1.55,1.0,false,239,50,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8,
568,2.0,2019-01-01 00:36:14.000000 UTC,2019-01-01 00:58:02.000000 UTC,1.0,4.75,1.0,false,50,112,2.0,19.0,0.5,0.5,0.0,0.0,0.3,20.3,
569,1.0,2019-01-01 00:30:20.000000 UTC,2019-01-01 00:35:21.000000 UTC,3.0,0.4,1.0,false,43,161,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
570,1.0,2019-01-01 00:43:06.000000 UTC,2019-01-01 01:08:54.000000 UTC,3.0,2.4,1.0,false,43,113,1.0,16.5,0.5,0.5,3.55,0.0,0.3,21.35,
571,1.0,2019-01-01 00:02:30.000000 UTC,2019-01-01 00:23:12.000000 UTC,2.0,5.9,1.0,false,236,158,1.0,20.0,0.5,0.5,6.35,0.0,0.3,27.65,
572,1.0,2019-01-01 00:26:12.000000 UTC,2019-01-01 00:53:12.000000 UTC,3.0,2.7,1.0,false,249,48,1.0,17.5,0.5,0.5,3.75,0.0,0.3,22.55,
573,1.0,2019-01-01 00:55:49.000000 UTC,2019-01-01 01:14:32.000000 UTC,3.0,3.2,1.0,false,48,249,1.0,14.5,0.5,0.5,3.15,0.0,0.3,18.95,
574,1.0,2019-01-01 00:22:50.000000 UTC,2019-01-01 00:36:20.000000 UTC,1.0,2.4,1.0,false,45,4,1.0,11.5,0.5,0.5,2.55,0.0,0.3,15.35,
575,1.0,2019-01-01 00:51:08.000000 UTC,2019-01-01 01:02:49.000000 UTC,1.0,1.7,1.0,false,90,79,1.0,9.0,0.5,0.5,3.05,0.0,0.3,13.35,
576,1.0,2019-01-01 00:23:47.000000 UTC,2019-01-01 00:35:19.000000 UTC,1.0,0.7,1.0,false,264,264,2.0,8.0,0.0,0.5,0.0,0.0,0.3,8.8,
577,1.0,2019-01-01 00:36:29.000000 UTC,2019-01-01 01:22:12.000000 UTC,4.0,12.0,1.0,false,264,264,2.0,40.5,0.0,0.5,0.0,0.0,0.3,41.3,
578,1.0,2019-01-01 00:23:05.000000 UTC,2019-01-01 00:36:48.000000 UTC,2.0,4.5,1.0,false,141,42,1.0,15.0,0.5,0.5,3.25,0.0,0.3,19.55,
579,1.0,2019-01-01 00:39:58.000000 UTC,2019-01-01 00:52:01.000000 UTC,3.0,2.5,1.0,false,42,151,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
580,1.0,2019-01-01 00:58:45.000000 UTC,2019-01-01 01:12:23.000000 UTC,2.0,2.6,1.0,false,151,142,1.0,12.0,0.5,0.5,2.65,0.0,0.3,15.95,
581,1.0,2019-01-01 00:20:10.000000 UTC,2019-01-01 00:31:30.000000 UTC,1.0,4.9,1.0,false,231,162,1.0,15.5,0.5,0.5,1.11,0.0,0.3,17.91,
582,1.0,2019-01-01 00:37:44.000000 UTC,2019-01-01 00:56:28.000000 UTC,1.0,2.1,1.0,false,162,186,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
583,1.0,2019-01-01 00:58:43.000000 UTC,2019-01-01 01:09:24.000000 UTC,1.0,1.3,1.0,false,186,114,1.0,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
584,1.0,2019-01-01 00:12:45.000000 UTC,2019-01-01 00:24:44.000000 UTC,2.0,1.5,1.0,false,229,170,1.0,9.0,0.5,0.5,2.05,0.0,0.3,12.35,
585,1.0,2019-01-01 00:45:12.000000 UTC,2019-01-01 00:49:22.000000 UTC,2.0,1.1,1.0,false,229,141,1.0,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
586,1.0,2019-01-01 00:52:42.000000 UTC,2019-01-01 00:55:28.000000 UTC,1.0,0.9,1.0,false,141,263,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
587,1.0,2019-01-01 00:59:17.000000 UTC,2019-01-01 01:02:05.000000 UTC,2.0,0.5,1.0,false,263,263,1.0,4.0,0.5,0.5,1.05,0.0,0.3,6.35,
588,1.0,2019-01-01 00:23:03.000000 UTC,2019-01-01 00:33:29.000000 UTC,1.0,0.8,1.0,false,234,68,1.0,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
589,1.0,2019-01-01 00:35:12.000000 UTC,2019-01-01 00:42:43.000000 UTC,1.0,0.9,1.0,false,68,249,1.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
590,1.0,2019-01-01 00:46:13.000000 UTC,2019-01-01 00:59:14.000000 UTC,1.0,1.4,1.0,false,114,68,1.0,10.0,0.5,0.5,2.25,0.0,0.3,13.55,
591,1.0,2019-01-01 00:50:25.000000 UTC,2019-01-01 00:57:39.000000 UTC,2.0,1.3,1.0,false,237,229,1.0,7.0,0.5,0.5,2.45,0.0,0.3,10.75,
592,1.0,2019-01-01 00:10:43.000000 UTC,2019-01-01 00:14:50.000000 UTC,2.0,0.7,1.0,false,236,140,2.0,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
593,1.0,2019-01-01 00:17:34.000000 UTC,2019-01-01 00:21:11.000000 UTC,1.0,0.4,1.0,false,141,141,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
594,1.0,2019-01-01 00:26:15.000000 UTC,2019-01-01 00:30:47.000000 UTC,1.0,1.1,1.0,false,236,237,1.0,5.5,0.5,0.5,1.0,0.0,0.3,7.8,
595,1.0,2019-01-01 00:33:29.000000 UTC,2019-01-01 00:39:19.000000 UTC,2.0,1.6,1.0,false,237,238,1.0,7.0,0.5,0.5,1.65,0.0,0.3,9.95,
596,1.0,2019-01-01 00:41:53.000000 UTC,2019-01-01 00:48:44.000000 UTC,1.0,1.6,1.0,false,239,48,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
597,1.0,2019-01-01 00:50:34.000000 UTC,2019-01-01 01:29:31.000000 UTC,2.0,8.1,1.0,false,48,106,1.0,31.0,0.5,0.5,7.6,5.76,0.3,45.66,
598,1.0,2019-01-01 00:14:35.000000 UTC,2019-01-01 00:22:54.000000 UTC,1.0,1.9,1.0,false,33,40,1.0,8.0,0.5,0.5,1.4,0.0,0.3,10.7,
599,1.0,2019-01-01 00:31:02.000000 UTC,2019-01-01 00:43:51.000000 UTC,1.0,1.4,1.0,false,25,189,1.0,9.5,0.5,0.5,2.0,0.0,0.3,12.8,
600,2.0,2019-01-01 00:21:19.000000 UTC,2019-01-01 00:26:08.000000 UTC,1.0,0.65,1.0,false,229,237,1.0,5.5,0.5,0.5,1.7,0.0,0.3,8.5,
601,2.0,2019-01-01 00:31:28.000000 UTC,2019-01-01 00:51:07.000000 UTC,1.0,2.1,1.0,false,162,48,1.0,13.0,0.5,0.5,2.86,0.0,0.3,17.16,
602,2.0,2019-01-01 00:52:45.000000 UTC,2019-01-01 01:05:25.000000 UTC,1.0,1.5,1.0,false,48,68,1.0,9.5,0.5,0.5,2.16,0.0,0.3,12.96,
603,1.0,2019-01-01 00:22:04.000000 UTC,2019-01-01 00:29:35.000000 UTC,1.0,2.0,1.0,false,238,237,1.0,8.0,0.5,0.5,2.3,0.0,0.3,11.6,
604,1.0,2019-01-01 00:32:24.000000 UTC,2019-01-01 00:41:23.000000 UTC,1.0,1.5,1.0,false,237,263,2.0,8.5,0.5,0.5,0.0,0.0,0.3,9.8,
605,1.0,2019-01-01 00:51:06.000000 UTC,2019-01-01 01:02:54.000000 UTC,1.0,2.6,1.0,false,236,170,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
606,2.0,2019-01-01 00:26:02.000000 UTC,2019-01-01 00:39:00.000000 UTC,2.0,2.75,1.0,false,107,163,2.0,11.5,0.5,0.5,0.0,0.0,0.3,12.8,
607,2.0,2019-01-01 00:42:17.000000 UTC,2019-01-01 00:46:13.000000 UTC,2.0,0.9,1.0,false,48,142,1.0,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
608,2.0,2019-01-01 00:52:08.000000 UTC,2019-01-01 01:09:27.000000 UTC,2.0,1.42,1.0,false,48,246,1.0,12.0,0.5,0.5,0.0,0.0,0.3,13.3,
609,2.0,2019-01-01 00:10:35.000000 UTC,2019-01-01 00:23:31.000000 UTC,1.0,1.48,1.0,false,234,224,1.0,9.5,0.5,0.5,2.16,0.0,0.3,12.96,
610,2.0,2019-01-01 00:46:29.000000 UTC,2019-01-01 01:02:00.000000 UTC,1.0,1.59,1.0,false,170,48,2.0,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
611,1.0,2019-01-01 00:20:46.000000 UTC,2019-01-01 00:33:33.000000 UTC,1.0,2.4,1.0,false,249,13,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
612,1.0,2019-01-01 00:38:04.000000 UTC,2019-01-01 00:43:28.000000 UTC,1.0,0.9,1.0,false,231,125,2.0,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
613,1.0,2019-01-01 00:48:57.000000 UTC,2019-01-01 01:24:33.000000 UTC,1.0,6.2,1.0,false,231,237,1.0,25.5,0.5,0.5,6.7,0.0,0.3,33.5,
614,2.0,2019-01-01 00:39:36.000000 UTC,2019-01-01 00:53:31.000000 UTC,1.0,6.2,1.0,false,260,74,2.0,19.0,0.5,0.5,0.0,5.76,0.3,26.06,
615,2.0,2019-01-01 00:57:25.000000 UTC,2019-01-01 01:06:50.000000 UTC,2.0,2.84,1.0,false,75,229,1.0,10.0,0.5,0.5,2.26,0.0,0.3,13.56,
616,2.0,2019-01-01 00:48:36.000000 UTC,2019-01-01 01:08:13.000000 UTC,1.0,5.27,1.0,false,79,13,1.0,19.0,0.5,0.5,0.0,0.0,0.3,20.3,
617,1.0,2019-01-01 00:14:05.000000 UTC,2019-01-01 00:32:25.000000 UTC,4.0,2.3,1.0,false,162,246,1.0,13.0,0.5,0.5,2.0,0.0,0.3,16.3,
618,1.0,2019-01-01 00:35:54.000000 UTC,2019-01-01 00:52:10.000000 UTC,1.0,2.5,1.0,false,246,237,2.0,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
619,1.0,2019-01-01 00:55:02.000000 UTC,2019-01-01 01:29:14.000000 UTC,3.0,6.9,1.0,false,141,137,1.0,26.0,0.5,0.5,0.0,0.0,0.3,27.3,
620,1.0,2019-01-01 00:42:07.000000 UTC,2019-01-01 01:03:33.000000 UTC,2.0,1.8,1.0,false,161,100,2.0,13.5,0.5,0.5,0.0,0.0,0.3,14.8,
621,2.0,2019-01-01 00:29:45.000000 UTC,2019-01-01 00:58:49.000000 UTC,1.0,1.98,1.0,false,114,68,2.0,18.0,0.5,0.5,0.0,0.0,0.3,19.3,
622,2.0,2019-01-01 00:33:54.000000 UTC,2019-01-01 00:47:44.000000 UTC,1.0,2.9,1.0,false,43,151,2.0,12.0,0.5,0.5,0.0,0.0,0.3,13.3,
623,2.0,2019-01-01 00:48:22.000000 UTC,2019-01-01 00:55:14.000000 UTC,1.0,1.29,1.0,false,151,166,1.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
624,2.0,2019-01-01 00:57:15.000000 UTC,2019-01-01 01:08:22.000000 UTC,1.0,3.7,1.0,false,166,244,1.0,12.5,0.5,0.5,3.45,0.0,0.3,17.25,
625,2.0,2019-01-01 00:41:39.000000 UTC,2019-01-01 00:56:46.000000 UTC,2.0,1.89,1.0,false,68,79,1.0,11.0,0.5,0.5,2.46,0.0,0.3,14.76,
626,2.0,2019-01-01 00:53:23.000000 UTC,2019-01-01 00:59:46.000000 UTC,5.0,0.76,1.0,false,234,113,1.0,6.0,0.5,0.5,1.46,0.0,0.3,8.76,
627,1.0,2019-01-01 00:07:45.000000 UTC,2019-01-01 00:34:12.000000 UTC,4.0,9.6,1.0,false,138,239,1.0,29.0,0.5,0.5,7.2,5.76,0.3,43.26,
628,1.0,2019-01-01 00:37:37.000000 UTC,2019-01-01 00:48:00.000000 UTC,3.0,1.9,1.0,false,239,151,1.0,9.0,0.5,0.5,3.0,0.0,0.3,13.3,
629,1.0,2019-01-01 00:58:19.000000 UTC,2019-01-01 01:02:22.000000 UTC,1.0,0.5,1.0,false,142,142,2.0,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
630,1.0,2019-01-01 00:10:21.000000 UTC,2019-01-01 00:16:50.000000 UTC,1.0,1.5,1.0,false,162,140,2.0,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
631,1.0,2019-01-01 00:18:21.000000 UTC,2019-01-01 00:24:35.000000 UTC,1.0,1.9,1.0,false,140,75,1.0,7.5,0.5,0.5,2.0,0.0,0.3,10.8,
632,1.0,2019-01-01 00:35:08.000000 UTC,2019-01-01 00:57:41.000000 UTC,2.0,6.9,1.0,false,161,33,2.0,23.0,0.5,0.5,0.0,0.0,0.3,24.3,
633,1.0,2019-01-01 00:58:03.000000 UTC,2019-01-01 01:18:32.000000 UTC,1.0,4.6,1.0,false,33,246,1.0,17.5,0.5,0.5,10.0,0.0,0.3,28.8,
634,2.0,2019-01-01 00:27:40.000000 UTC,2019-01-01 00:52:15.000000 UTC,1.0,12.89,1.0,false,138,87,2.0,36.0,0.5,0.5,0.0,0.0,0.3,37.3,
635,2.0,2019-01-01 00:56:42.000000 UTC,2019-01-01 01:09:48.000000 UTC,1.0,2.35,1.0,false,87,113,2.0,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
